3500,2836,1779
5220,2128,865
263,223,103
2442,2164,1189
1232,955,303
3708,1678,722
586,533,239
882,730,330
1800,1314,526
279,276,126
235,217,121
368,317,159
325,284,95
1321,1159,328
1170,695,238
657,537,113
1310,1086,458
510,485,334
2519,1836,462
2225,1910,1190
1109,922,375
513,347,279
947,798,266
1879,1216,483
787,601,233
13594,7244,2505
872,722,154
2220,1796,467
1563,1005,240
4809,3089,1429
10634,7064,3176
812,689,195
1127,884,308
2968,2297,1610
465,361,176
6040,4577,1620
11901,8492,2517
5891,4931,1973
10706,7219,2397
2729,2535,1257
616,514,385
860,811,366
12289,5200,1902
1743,1625,626
379,324,107
3041,2581,1173
4778,2767,678
2324,1319,370
792,649,186
2936,2342,669
11023,8298,3183
2190,1700,458
758,681,484
776,765,351
4522,3913,2181
1496,1205,428
910,773,450
2308,1336,295
8256,3750,1522
1603,1392,504
940,668,385
943,849,288
944,774,440
19315,10344,3450
3821,2037,680
701,501,458
838,651,159
1538,1259,468
692,576,174
663,562,127
404,400,169
1133,630,220
809,687,428
875,744,207
1132,847,302
2405,2234,1061
1082,832,302
13218,2042,1153
5139,3346,973
21804,18744,5874
516,392,154
1025,707,297
3712,2153,806
5702,4894,1742
2088,957,362
1771,1325,306
696,616,169
1966,1436,327
427,385,143
4996,4165,936
2302,1831,391
3586,2424,730
587,501,211
484,386,141
2227,1790,437
935,858,345
560,392,270
3304,2804,679
1777,1151,382
434,321,141
3820,1431,695
48094,26330,4520
3366,1752,232
5785,2690,499
2307,1896,509
897,718,276
2095,1553,514
3971,3306,1921
213,166,85
1046,824,284
933,800,444
920,684,225
833,682,217
2519,2003,776
292,241,96
3294,2855,956
888,734,393
876,802,367
150,130,88
1910,1380,463
2248,1673,745
1606,1413,530
700,595,278
785,647,295
489,384,120
335,284,132
4216,2290,736
1680,1395,691
9402,7020,2151
4019,2779,888
1380,768,263
1109,688,386
584,413,131
855,632,139
1183,1016,411
2115,1540,494
4576,3565,1000
936,794,197
5818,3281,1116
540,445,165
2961,1932,628
464,419,183
1003,782,295
1016,872,300
437,400,211
4293,2728,591
2925,1598,632
2807,2589,1701
2281,1870,1408
818,700,447
385,340,193
2540,2195,994
4301,3455,1166
1093,1093,642
6118,5254,3204
1047,938,511
321,318,172
213,155,75
1244,912,352
283,201,97
3713,1237,443
372,362,181
1489,1313,375
323,278,122
1368,1064,354
2753,1820,505
191,165,63
2643,1611,465
1340,695,285
1243,1020,414
1334,1243,568
651,581,243
861,609,215
450,405,194
1557,1227,489
1768,1249,380
4019,1579,710
3646,2300,585
13528,9198,1843
14463,6166,1757
15039,9649,3087
12512,6969,1724
7294,3564,904
8000,4556,1464
5318,3515,1025
7888,3519,1036
4877,2798,814
8598,4562,1143
8399,3609,656
5549,3583,853
3150,2289,650
2119,1264,390
2096,1512,465
462,402,146
10477,7260,2442
257,183,109
4414,1500,335
1769,1092,437
232,182,99
14474,10519,6392
529,481,243
4095,3079,1195
497,423,215
4345,3245,2604
592,501,279
1500,1242,611
1154,951,253
845,734,254
759,729,244
5042,2312,944
1262,1102,276
3058,1798,478
247,189,100
222,185,91
2425,1818,601
7033,5125,1223
626,372,145
2267,1827,611
484,384,177
3495,1712,528
4800,2900,1515
1797,1260,938
3235,3108,2133
19873,8252,3215
15698,10775,2478
6986,2959,1918
682,535,204
6348,2999,922
6855,5553,2408
9735,7187,2064
681,588,246
6361,5293,1507
14446,10516,3252
2974,2001,580
927,731,415
576,558,137
2096,1626,694
12445,8836,3623
11220,7871,3320
5081,4040,1194
3580,2603,1627
14939,11652,5705
8384,5727,2710
1487,1276,388
8579,5561,3681
1597,969,226
4777,3057,1823
1208,803,438
441,369,172
461,381,235
4269,2594,985
14292,10315,3409
14438,12414,3816
3347,2597,1006
7122,5386,1643
19152,12940,4893
4192,3126,1656
1458,874,588
11054,6397,3524
3844,3383,1669
6574,4637,2940
1877,1826,823
1618,1141,479
452,331,269
1351,892,570
6277,6003,3526
1209,750,265
9750,7640,2529
1757,979,394
14596,5985,3331
5803,4441,1730
5191,4134,1500
6071,3856,1449
2777,2249,1652
1800,1253,560
4418,2737,2049
5530,4007,1697
4144,3379,1853
7700,3700,1906
4743,3970,2233
8631,6732,2546
12394,5232,2464
8586,6383,2503
1758,1485,419
4044,2826,688
9643,7751,1968
5892,2718,756
8766,5498,1243
3934,2735,886
2306,1721,538
285,280,208
4471,2942,910
848,560,377
7693,5815,2328
7589,4676,1876
12229,8498,2477
1401,1239,605
2379,2133,1292
2850,2044,1046
2057,1807,828
374,280,185
7473,5372,3013
3281,2559,1448
14752,9572,5329
4217,3100,1686
974,704,290
2459,1997,582
1445,966,326
1712,1557,696
5095,4491,2400
7663,6008,1735
15849,5384,2678
12749,7025,3343
1558,1254,472
2593,1966,1030
910,910,342
4400,3719,1472
2409,1939,759
14901,10932,4631
5244,3782,1930
2029,1516,1073
663,452,192
1399,1026,308
325,260,86
368,344,212
2075,1727,520
7791,4690,1499
3550,1877,653
7759,5588,1477
4963,3497,1567
2996,2440,704
15712,11719,4277
1847,1610,453
1470,900,287
647,518,271
1465,1006,188
800,623,256
1416,1015,417
5661,2392,903
1092,890,477
440,311,112
1231,1074,345
1305,1100,334
3315,1096,425
1209,942,214
6540,5839,2440
7654,5259,1254
1373,1373,724
1190,978,324
280,143,79
665,462,226
2895,1249,579
318,240,130
1480,1257,452
980,807,350
4772,1973,712
6502,3539,1372
1164,1062,478
1566,1400,483
3224,2519,1057
1205,984,278
9167,7191,2738
1650,1471,409
2702,1623,604
5548,3563,1549
3100,2150,825
662,553,184
996,866,377
917,720,213
950,713,351
1432,920,548
1738,1373,417
903,755,213
1861,998,359
1681,1069,344
1121,926,372
2139,1492,502
1631,1431,434
1658,1327,395
663,547,315
469,435,227
4186,1245,526
167,130,46
1239,1017,383
3325,2047,1301
2320,1805,769
152,128,75
1979,1739,575
1501,935,273
2768,2314,682
2197,1515,543
1959,1805,695
2097,1915,695
10705,2453,1317
2989,1855,691
